image_id,session,plant,fold,camera,bbch,cls,p_0_S1,p_1_S2,p_2_S5,p_3_S6,p_4_S7,p_5_S8,pred
c3_p017_20230921_o10,p017_20230921,17,0,3,74,4_S7,0.0020922944,0.012689655,0.030887505,0.50766087,0.44130045,0.0053692376,3_S6
c3_p017_20231005_o06,p017_20231005,17,0,3,72,4_S7,2.7389826e-05,0.0011426249,0.0005476978,0.00054633943,0.08386095,0.91387504,5_S8
c3_p025_20230828_o11,p025_20230828,25,0,3,16,0_S1,0.99889684,0.00024556142,0.00068219804,4.780261e-05,7.835691e-05,4.9237027e-05,0_S1
c3_p025_20230904_o03,p025_20230904,25,0,3,22,1_S2,0.2580513,0.15084283,0.34861255,0.1797197,0.05515314,0.007620467,2_S5
c3_p025_20230908_o12,p025_20230908,25,0,3,61,3_S6,0.0076471684,0.022305692,0.05235998,0.87774664,0.038985975,0.0009546348,3_S6
c3_p025_20230921_o07,p025_20230921,25,0,3,70,4_S7,5.124335e-05,0.0015553639,0.0020367652,0.033179756,0.9615664,0.0016104081,4_S7
c3_p025_20231006_o12,p025_20231006,25,0,3,72,4_S7,0.010721039,0.011575559,0.024817444,0.035483737,0.88000923,0.037393034,4_S7
c3_p025_20231017_o04,p025_20231017,25,0,3,75,4_S7,9.5641894e-08,7.716231e-06,6.213485e-06,1.4415681e-05,0.9986657,0.0013059309,4_S7
c3_p025_20231023_o02,p025_20231023,25,0,3,76,4_S7,0.0002329264,0.0141105745,0.012648745,0.04560506,0.90236044,0.02504232,4_S7
c3_p025_20231027_o12,p025_20231027,25,0,3,77,4_S7,0.00042064287,0.015391371,0.032461,0.22747843,0.7091191,0.015129517,4_S7
c3_p025_20231101_o07,p025_20231101,25,0,3,78,4_S7,0.0005532366,0.049743075,0.025974315,0.17830613,0.67289287,0.07253038,4_S7
c3_p025_20231106_o01,p025_20231106,25,0,3,79,4_S7,0.0012880589,0.029885814,0.035002433,0.13131419,0.7690688,0.033440683,4_S7
c3_p025_20231109_o12,p025_20231109,25,0,3,79,4_S7,0.00020222689,0.0076659448,0.006185567,0.010249744,0.92097473,0.054721706,4_S7
c3_p025_20231120_o02,p025_20231120,25,0,3,81,5_S8,0.0001205379,0.012102608,0.005763155,0.006492166,0.7886764,0.1868452,4_S7
c3_p025_20231124_o04,p025_20231124,25,0,3,81,5_S8,0.000184386,0.01187505,0.005344346,0.0017705453,0.15631664,0.8245089,5_S8
c3_p025_20231127_o09,p025_20231127,25,0,3,81,5_S8,9.6063646e-05,0.0010432828,0.00048837374,0.00085041433,0.038586974,0.958935,5_S8
c3_p025_20231130_o12,p025_20231130,25,0,3,81,5_S8,0.0043656845,0.03961113,0.056100525,0.018938959,0.2846726,0.59631103,5_S8
c3_p030_20230828_o03,p030_20230828,30,0,3,15,0_S1,0.97271436,0.007900614,0.016912762,0.0013502714,0.0006291022,0.0004929267,0_S1
c3_p030_20230904_o12,p030_20230904,30,0,3,53,2_S5,0.101629816,0.07821535,0.3492029,0.42057142,0.04740577,0.002974702,3_S6
c3_p030_20230908_o03,p030_20230908,30,0,3,62,3_S6,0.0024600837,0.015387838,0.029082432,0.89411956,0.05749144,0.0014587027,3_S6
c3_p030_20230921_o03,p030_20230921,30,0,3,70,4_S7,0.00015398432,0.003205562,0.004682912,0.2195372,0.76951545,0.0029048119,4_S7
c3_p030_20231006_o12,p030_20231006,30,0,3,73,4_S7,0.00021133773,0.007400778,0.0095406305,0.20887968,0.7711766,0.0027909582,4_S7
c3_p030_20231017_o02,p030_20231017,30,0,3,75,4_S7,1.280299e-06,0.00024556238,9.986834e-05,0.0009362524,0.99087584,0.007841291,4_S7
c3_p030_20231023_o04,p030_20231023,30,0,3,76,4_S7,8.897788e-06,0.0011661429,0.0018186758,0.01054509,0.9741218,0.012339369,4_S7
c3_p030_20231027_o04,p030_20231027,30,0,3,77,4_S7,3.628876e-05,0.0036554127,0.008131071,0.033962186,0.93017215,0.024042899,4_S7
c3_p030_20231101_o01,p030_20231101,30,0,3,78,4_S7,1.0101975e-05,0.0027049675,0.0018612362,0.024879506,0.9609053,0.009638931,4_S7
c3_p030_20231106_o08,p030_20231106,30,0,3,79,4_S7,8.151303e-05,0.0050948635,0.004122943,0.034733914,0.8915113,0.064455345,4_S7
c3_p030_20231109_o04,p030_20231109,30,0,3,79,4_S7,1.7276033e-06,0.00028003368,0.00024850245,0.0011522695,0.9886065,0.009710832,4_S7
c3_p030_20231120_o03,p030_20231120,30,0,3,81,5_S8,1.676389e-05,0.0010398084,0.0005439087,0.0014418587,0.798951,0.19800657,4_S7
c3_p030_20231124_o10,p030_20231124,30,0,3,82,5_S8,3.7829308e-05,0.0068432544,0.0025298696,0.00064053235,0.34259525,0.6473533,5_S8
c3_p030_20231127_o02,p030_20231127,30,0,3,85,5_S8,1.0192844e-05,9.066235e-05,7.9374266e-05,1.9848165e-05,0.00013997297,0.9996599,5_S8
c3_p030_20231130_o06,p030_20231130,30,0,3,87,5_S8,0.0005571142,0.0017780086,0.0032818997,0.00063403137,0.0013286935,0.99242026,5_S8
c3_p035_20230828_o11,p035_20230828,35,0,3,14,0_S1,0.9967625,0.0008825227,0.0019243741,0.00018244123,0.00012103609,0.00012710945,0_S1
c3_p035_20230904_o01,p035_20230904,35,0,3,16,0_S1,0.24817382,0.08424383,0.354223,0.22008274,0.08614947,0.0071271784,2_S5
c3_p035_20230908_o08,p035_20230908,35,0,3,52,2_S5,0.0035709424,0.009773727,0.025267286,0.924833,0.034802385,0.0017526352,3_S6
c3_p035_20230921_o06,p035_20230921,35,0,3,52,2_S5,0.18183438,0.043658894,0.2701814,0.27877986,0.21708542,0.008460053,3_S6
c3_p035_20231006_o07,p035_20231006,35,0,3,52,2_S5,0.06267098,0.12886739,0.21878779,0.33829463,0.24075474,0.010624466,3_S6
c3_p035_20231017_o05,p035_20231017,35,0,3,52,2_S5,0.020904094,0.094150715,0.21819995,0.20493741,0.45336446,0.008443369,4_S7
c3_p035_20231023_o05,p035_20231023,35,0,3,52,2_S5,0.0033365623,0.06518491,0.11621078,0.31469283,0.49366394,0.006910951,4_S7
c3_p035_20231027_o02,p035_20231027,35,0,3,52,2_S5,0.0016020946,0.09877238,0.05435792,0.17534319,0.6371104,0.032814015,4_S7
c3_p035_20231101_o11,p035_20231101,35,0,3,52,2_S5,0.0005541867,0.03177342,0.02772506,0.11610909,0.8155556,0.008282722,4_S7
c3_p035_20231106_o08,p035_20231106,35,0,3,52,2_S5,0.0061140824,0.06620273,0.08671355,0.22968642,0.6036098,0.007673375,4_S7
c3_p035_20231109_o09,p035_20231109,35,0,3,52,2_S5,0.0013252234,0.038246784,0.040699217,0.23229331,0.6783944,0.009041078,4_S7
c3_p035_20231120_o07,p035_20231120,35,0,3,52,2_S5,0.021495925,0.10949351,0.072112925,0.096499205,0.6446992,0.055699192,4_S7
c3_p035_20231124_o01,p035_20231124,35,0,3,52,2_S5,4.688593e-05,0.0015806912,0.00067111047,0.012089111,0.97038233,0.01522988,4_S7
c3_p035_20231127_o10,p035_20231127,35,0,3,52,2_S5,0.001468401,0.011362713,0.01283312,0.060675126,0.88729817,0.02636247,4_S7
c3_p035_20231130_o06,p035_20231130,35,0,3,52,2_S5,0.022883406,0.1303296,0.07950384,0.114615776,0.5764292,0.076238215,4_S7
c3_p036_20230828_o07,p036_20230828,36,0,3,51,2_S5,0.9801728,0.007784226,0.010867246,0.0006580822,0.0002945622,0.00022310084,0_S1
c3_p036_20230904_o04,p036_20230904,36,0,3,60,3_S6,0.4864872,0.079898335,0.30264115,0.09946261,0.028359856,0.0031508997,0_S1
c3_p036_20230908_o01,p036_20230908,36,0,3,63,3_S6,0.010597626,0.03220623,0.07162323,0.8084021,0.07549632,0.0016743988,3_S6
c3_p036_20230921_o03,p036_20230921,36,0,3,70,4_S7,6.3670273e-06,0.00033591484,0.00014831827,0.006779968,0.98897433,0.0037550582,4_S7
c3_p036_20231006_o01,p036_20231006,36,0,3,72,4_S7,0.020547995,0.048049413,0.20470257,0.33903465,0.38199434,0.0056709717,4_S7
c3_p036_20231017_o03,p036_20231017,36,0,3,73,4_S7,0.05148054,0.11665348,0.23318343,0.40275297,0.1871301,0.008799427,3_S6
c3_p036_20231023_o02,p036_20231023,36,0,3,74,4_S7,0.008757537,0.11127081,0.20826544,0.31200504,0.34325874,0.01644241,4_S7
c3_p036_20231027_o05,p036_20231027,36,0,3,75,4_S7,0.0029006426,0.050635558,0.17107232,0.58866584,0.18203205,0.004693593,3_S6
c3_p036_20231101_o09,p036_20231101,36,0,3,76,4_S7,0.015045098,0.08285389,0.11501378,0.1439309,0.5785281,0.06462822,4_S7
c3_p036_20231106_o06,p036_20231106,36,0,3,77,4_S7,0.00024113183,0.01569708,0.014722055,0.058130722,0.8814389,0.029770082,4_S7
c3_p036_20231109_o04,p036_20231109,36,0,3,78,4_S7,0.0062373546,0.014487206,0.07517837,0.3409314,0.555857,0.007308686,4_S7
c3_p036_20231120_o10,p036_20231120,36,0,3,81,5_S8,0.14286505,0.0699679,0.122118376,0.045665268,0.02029273,0.5990907,5_S8
c3_p036_20231124_o08,p036_20231124,36,0,3,82,5_S8,0.009947321,0.01662942,0.029766286,0.02796413,0.021326976,0.89436585,5_S8
c3_p036_20231127_o04,p036_20231127,36,0,3,83,5_S8,0.005800893,0.006151024,0.013786149,0.108832896,0.019496946,0.845932,5_S8
c3_p036_20231130_o05,p036_20231130,36,0,3,84,5_S8,0.014856318,0.010174823,0.029769706,0.037132405,0.005072555,0.90299416,5_S8
c3_p054_20230929_o02,p054_20230929,54,0,3,13,0_S1,0.9998665,4.2969405e-05,5.350562e-05,1.20367495e-05,1.14545455e-05,1.3524727e-05,0_S1
c3_p054_20231004_o11,p054_20231004,54,0,3,13,0_S1,0.9975835,0.0006985167,0.0015224763,0.00014400149,2.5627587e-05,2.5862899e-05,0_S1
c3_p054_20231011_o12,p054_20231011,54,0,3,14,0_S1,0.9978725,0.0007437822,0.0010979346,0.00024465963,2.4713778e-05,1.6322443e-05,0_S1
c3_p054_20231017_o04,p054_20231017,54,0,3,53,2_S5,0.94278896,0.019526754,0.03240353,0.004240099,0.00066130573,0.00037944166,0_S1
c3_p054_20231019_o06,p054_20231019,54,0,3,53,2_S5,0.71226054,0.044399098,0.18686843,0.04619292,0.00820134,0.002077645,0_S1
c3_p054_20231023_o06,p054_20231023,54,0,3,60,3_S6,0.40300658,0.094478995,0.34716654,0.13520098,0.017606415,0.002540479,0_S1
c3_p054_20231027_o07,p054_20231027,54,0,3,65,3_S6,0.011025678,0.03535617,0.18498194,0.712922,0.054282658,0.0014315131,3_S6
c3_p054_20231101_o11,p054_20231101,54,0,3,65,3_S6,0.0021986614,0.019079575,0.13603662,0.8058661,0.036568105,0.00025087467,3_S6
c3_p054_20231106_o02,p054_20231106,54,0,3,68,3_S6,0.00013366695,0.0035230776,0.023540318,0.9534544,0.019292774,5.5708613e-05,3_S6
c3_p054_20231109_o05,p054_20231109,54,0,3,70,4_S7,0.0006490281,0.008181423,0.056692224,0.88179857,0.05236822,0.00031042667,3_S6
c3_p054_20231120_o02,p054_20231120,54,0,3,71,4_S7,0.18544681,0.04388202,0.15241915,0.28975567,0.30508497,0.023411427,4_S7
c3_p054_20231127_o02,p054_20231127,54,0,3,73,4_S7,8.886922e-07,0.00016910605,0.00010395445,0.052463144,0.94689083,0.0003720612,4_S7
c3_p054_20231130_o04,p054_20231130,54,0,3,75,4_S7,0.00015050247,0.002858887,0.0036836716,0.07465349,0.9107395,0.0079140635,4_S7
c3_p054_20231204_o04,p054_20231204,54,0,3,78,4_S7,2.8574836e-05,0.0003159999,0.00026288934,0.007051116,0.9884467,0.003894737,4_S7
c3_p054_20231211_o04,p054_20231211,54,0,3,79,4_S7,1.155001e-06,3.7867758e-05,0.00012921725,0.018212618,0.9805875,0.0010317334,4_S7
c3_p054_20231214_o11,p054_20231214,54,0,3,79,4_S7,4.4945648e-07,2.5438167e-05,3.0015248e-05,0.0008822557,0.98474425,0.014317502,4_S7
c3_p054_20231218_o07,p054_20231218,54,0,3,79,4_S7,1.7225844e-05,0.00012463804,0.00036022245,0.009637263,0.9452304,0.044630203,4_S7
c3_p054_20231227_o03,p054_20231227,54,0,3,79,4_S7,4.2047588e-05,8.514244e-05,0.00036230718,0.0029017902,0.89044565,0.10616313,4_S7
c3_p054_20240104_o08,p054_20240104,54,0,3,82,5_S8,2.2937918e-05,9.888116e-05,0.00022469959,0.0016788072,0.895937,0.1020376,4_S7
c3_p057_20230929_o10,p057_20230929,57,0,3,13,0_S1,0.99983954,5.2676733e-05,6.689458e-05,1.676908e-05,1.2046543e-05,1.2041937e-05,0_S1
c3_p057_20231004_o08,p057_20231004,57,0,3,13,0_S1,0.9976053,0.0010731968,0.0011663637,0.00012035079,1.8191025e-05,1.6531887e-05,0_S1
c3_p057_20231011_o05,p057_20231011,57,0,3,21,1_S2,0.9662135,0.010870369,0.0165866,0.005866926,0.00031408784,0.0001484597,0_S1
c3_p057_20231017_o10,p057_20231017,57,0,3,60,3_S6,0.36255845,0.09929425,0.32193297,0.19674619,0.016739003,0.0027291386,0_S1
c3_p057_20231019_o01,p057_20231019,57,0,3,61,3_S6,0.05041545,0.071480684,0.40705338,0.4326321,0.036118746,0.002299669,3_S6
c3_p057_20231023_o09,p057_20231023,57,0,3,64,3_S6,0.01315748,0.05983534,0.21008667,0.6509411,0.06384837,0.0021310393,3_S6
c3_p057_20231027_o05,p057_20231027,57,0,3,65,3_S6,0.00070361205,0.025574027,0.04946341,0.7007878,0.21530007,0.008171128,3_S6
c3_p057_20231101_o02,p057_20231101,57,0,3,67,3_S6,0.0015287353,0.028591445,0.076171815,0.8393032,0.05326341,0.0011413809,3_S6
c3_p057_20231106_o11,p057_20231106,57,0,3,70,4_S7,5.5028167e-06,0.0029859324,0.006247748,0.74039364,0.24992946,0.0004377219,3_S6
c3_p057_20231109_o10,p057_20231109,57,0,3,71,4_S7,5.4094537e-05,0.0048126127,0.011695842,0.70077085,0.2803775,0.0022891946,3_S6
c3_p057_20231120_o05,p057_20231120,57,0,3,73,4_S7,0.0012003896,0.016641,0.024586393,0.3639913,0.5740332,0.01954773,4_S7
c3_p057_20231127_o04,p057_20231127,57,0,3,75,4_S7,2.6491828e-06,0.00012661496,0.0001653337,0.28553244,0.7136718,0.00050118903,4_S7
c3_p057_20231130_o12,p057_20231130,57,0,3,77,4_S7,8.566641e-05,0.008025856,0.0023624771,0.06201871,0.88197243,0.0455349,4_S7
c3_p057_20231204_o04,p057_20231204,57,0,3,78,4_S7,2.9273984e-05,0.00037985606,0.0006759743,0.08923373,0.9022597,0.0074215094,4_S7
c3_p057_20231211_o11,p057_20231211,57,0,3,79,4_S7,8.548577e-05,0.015814275,0.0030777522,0.0050942157,0.75519687,0.22073142,4_S7
c3_p057_20231214_o03,p057_20231214,57,0,3,79,4_S7,4.9253695e-06,1.1796658e-05,4.253925e-05,0.00021577989,0.88842833,0.11129655,4_S7
c3_p057_20231218_o08,p057_20231218,57,0,3,79,4_S7,2.425438e-06,4.135273e-05,6.2302286e-05,0.0001868957,0.83825946,0.16144764,4_S7
c3_p057_20231227_o02,p057_20231227,57,0,3,80,5_S8,1.1241135e-06,4.427552e-05,4.6289893e-05,0.00036044675,0.77452415,0.22502373,4_S7
c3_p057_20240104_o06,p057_20240104,57,0,3,83,5_S8,0.00015286794,0.00010918741,0.00020042917,0.0030833595,0.68163735,0.31481686,4_S7
c3_p066_20231006_o04,p066_20231006,66,0,3,13,0_S1,0.9999083,2.6436375e-05,5.0200157e-05,6.664405e-06,4.7441763e-06,3.6093616e-06,0_S1
c3_p066_20231011_o07,p066_20231011,66,0,3,13,0_S1,0.99989665,4.2015614e-05,4.543045e-05,9.234827e-06,3.8627404e-06,2.8790469e-06,0_S1
c3_p066_20231017_o07,p066_20231017,66,0,3,13,0_S1,0.9997601,8.43562e-05,0.00013146209,1.0539282e-05,6.53165e-06,6.9804178e-06,0_S1
c3_p066_20231019_o05,p066_20231019,66,0,3,13,0_S1,0.9961515,0.0009422359,0.0025386796,0.0002463261,8.1251266e-05,4.006972e-05,0_S1
c3_p066_20231023_o07,p066_20231023,66,0,3,13,0_S1,0.99715376,0.00060756126,0.0019782998,0.000163323,5.8727186e-05,3.821943e-05,0_S1
c3_p066_20231027_o12,p066_20231027,66,0,3,14,0_S1,0.4479075,0.052529123,0.41037303,0.0801152,0.0076338653,0.0014413117,0_S1
c3_p066_20231101_o05,p066_20231101,66,0,3,53,2_S5,0.16356945,0.07390563,0.52648765,0.22103561,0.013793641,0.0012080212,2_S5
c3_p066_20231106_o03,p066_20231106,66,0,3,60,3_S6,0.0012439898,0.012585102,0.12852953,0.83996916,0.017500576,0.00017162958,3_S6
c3_p066_20231109_o11,p066_20231109,66,0,3,65,3_S6,0.004083114,0.027066268,0.1648505,0.76715904,0.036005888,0.0008351908,3_S6
c3_p066_20231120_o02,p066_20231120,66,0,3,67,3_S6,0.000108385815,0.006876579,0.014726166,0.8356331,0.14193031,0.000725423,3_S6
c3_p066_20231127_o08,p066_20231127,66,0,3,70,4_S7,1.068017e-05,0.0037177266,0.0027766512,0.060639184,0.9272216,0.0056342115,4_S7
c3_p066_20231130_o08,p066_20231130,66,0,3,71,4_S7,5.0803323e-05,0.0042178733,0.005178854,0.3550296,0.6332352,0.0022876894,4_S7
c3_p066_20231204_o07,p066_20231204,66,0,3,73,4_S7,6.6197426e-06,0.00049258204,0.0007493951,0.047030404,0.9510497,0.000671398,4_S7
c3_p066_20231211_o01,p066_20231211,66,0,3,75,4_S7,1.4972079e-06,0.00010775565,0.00014904866,0.005576071,0.9927523,0.001413301,4_S7
c3_p066_20231214_o01,p066_20231214,66,0,3,78,4_S7,2.7962975e-07,5.0688645e-06,1.6814958e-05,0.00018647435,0.99810827,0.0016831411,4_S7
c3_p066_20231218_o11,p066_20231218,66,0,3,79,4_S7,2.7699227e-05,0.00045070678,0.00053143577,0.0022251566,0.9580859,0.03867906,4_S7
c3_p066_20231227_o10,p066_20231227,66,0,3,80,5_S8,0.00019656212,0.0012284823,0.002390558,0.014513455,0.40854955,0.57312137,5_S8
c3_p066_20240115_o04,p066_20240115,66,0,3,82,5_S8,2.9967885e-05,0.00011680161,0.00016090776,0.00011664076,0.0060794624,0.9934962,5_S8
c3_p066_20240119_o05,p066_20240119,66,0,3,82,5_S8,2.5781317e-05,1.8948826e-05,3.1602543e-05,9.474697e-06,0.0016757034,0.99823844,5_S8
c3_p066_20240126_o07,p066_20240126,66,0,3,84,5_S8,0.00012441922,0.00010905643,0.00021093311,0.00017764383,0.023537626,0.9758404,5_S8
c3_p069_20231006_o11,p069_20231006,69,0,3,13,0_S1,0.9999356,2.3730265e-05,3.0798903e-05,4.231097e-06,3.0317058e-06,2.6160346e-06,0_S1
c3_p069_20231011_o06,p069_20231011,69,0,3,13,0_S1,0.99988365,4.186735e-05,5.30359e-05,9.491526e-06,6.818519e-06,5.174399e-06,0_S1
c3_p069_20231017_o08,p069_20231017,69,0,3,13,0_S1,0.99956685,0.00017020351,0.00022588442,2.1436652e-05,8.449692e-06,7.083445e-06,0_S1
c3_p069_20231019_o12,p069_20231019,69,0,3,14,0_S1,0.96833515,0.0058796015,0.023249697,0.0018362753,0.0005228266,0.00017644154,0_S1
c3_p069_20231023_o09,p069_20231023,69,0,3,14,0_S1,0.93298656,0.018718598,0.0423988,0.0048627304,0.0007175956,0.0003157982,0_S1
c3_p069_20231027_o12,p069_20231027,69,0,3,15,0_S1,0.039591502,0.041311435,0.53606904,0.37127903,0.011354205,0.00039474567,2_S5
c3_p069_20231101_o08,p069_20231101,69,0,3,53,2_S5,0.03487078,0.040782347,0.44098753,0.45562556,0.026735742,0.000998085,3_S6
c3_p069_20231106_o12,p069_20231106,69,0,3,61,3_S6,0.0002325259,0.005285456,0.05976269,0.92361706,0.011022168,8.007552e-05,3_S6
c3_p069_20231109_o11,p069_20231109,69,0,3,66,3_S6,0.0004689315,0.0053288764,0.058566324,0.9113004,0.024209037,0.00012638392,3_S6
c3_p069_20231120_o06,p069_20231120,69,0,3,70,4_S7,0.023747694,0.08520169,0.20386559,0.33707002,0.33754894,0.012566117,4_S7
c3_p069_20231127_o09,p069_20231127,69,0,3,72,4_S7,1.3266247e-05,0.00088535575,0.0007557864,0.01796318,0.97642887,0.0039535635,4_S7
c3_p069_20231130_o07,p069_20231130,69,0,3,73,4_S7,0.00091711356,0.010761185,0.026398959,0.38323233,0.5574054,0.021285001,4_S7
c3_p069_20231204_o04,p069_20231204,69,0,3,74,4_S7,0.00029307767,0.0035000718,0.007381676,0.1311746,0.8498867,0.0077638603,4_S7
c3_p069_20231211_o05,p069_20231211,69,0,3,76,4_S7,1.3012131e-05,0.00012460857,0.0002045625,0.00079077994,0.98573697,0.013129966,4_S7
c3_p069_20231214_o05,p069_20231214,69,0,3,77,4_S7,4.396674e-05,1.32021905e-05,3.7952155e-05,0.00036915042,0.99392325,0.0056125526,4_S7
c3_p069_20231218_o05,p069_20231218,69,0,3,78,4_S7,1.7046761e-05,2.3391802e-05,3.9152004e-05,4.210817e-05,0.91945004,0.080428235,4_S7
c3_p069_20231227_o06,p069_20231227,69,0,3,79,4_S7,0.00011089167,6.0842423e-05,9.279715e-05,0.00013017315,0.7107668,0.28883857,4_S7
c3_p069_20240115_o04,p069_20240115,69,0,3,82,5_S8,0.00071138283,0.00022076243,0.001197282,0.00061053626,0.007915221,0.9893448,5_S8
c3_p069_20240119_o06,p069_20240119,69,0,3,82,5_S8,0.024597405,0.0056319055,0.011670364,0.001999644,0.0035928674,0.95250785,5_S8
c3_p069_20240126_o09,p069_20240126,69,0,3,84,5_S8,0.0017962728,0.0008766511,0.0014913959,0.0007226229,0.02223984,0.9728732,5_S8
c3_p070_20231006_o08,p070_20231006,70,0,3,13,0_S1,0.99988306,4.4785134e-05,5.1202547e-05,7.3673286e-06,6.608536e-06,6.9664316e-06,0_S1
c3_p070_20231011_o08,p070_20231011,70,0,3,13,0_S1,0.9999162,3.536482e-05,3.7916103e-05,4.9278697e-06,2.9835724e-06,2.6246903e-06,0_S1
c3_p070_20231017_o03,p070_20231017,70,0,3,13,0_S1,0.9997954,8.000642e-05,9.587395e-05,1.32409605e-05,6.6860466e-06,8.915854e-06,0_S1
c3_p070_20231019_o02,p070_20231019,70,0,3,14,0_S1,0.9885394,0.0026948901,0.007755461,0.0007573917,0.0001744068,7.8407866e-05,0_S1
c3_p070_20231023_o03,p070_20231023,70,0,3,14,0_S1,0.9647657,0.009074486,0.024481086,0.0012872168,0.00026941395,0.00012204669,0_S1
c3_p070_20231027_o01,p070_20231027,70,0,3,21,1_S2,0.076476745,0.04697195,0.56068075,0.30411908,0.011005121,0.0007463636,2_S5
c3_p070_20231101_o12,p070_20231101,70,0,3,60,3_S6,0.028192727,0.034341842,0.4001862,0.52373695,0.013214034,0.0003282446,3_S6
c3_p070_20231106_o08,p070_20231106,70,0,3,62,3_S6,9.9259065e-05,0.003318365,0.029287457,0.9566576,0.010602162,3.5128407e-05,3_S6
c3_p070_20231109_o07,p070_20231109,70,0,3,65,3_S6,0.0021682924,0.023664016,0.14141628,0.75507647,0.07684226,0.0008326583,3_S6
c3_p070_20231120_o03,p070_20231120,70,0,3,70,4_S7,0.00020434828,0.009120489,0.022777956,0.86130846,0.105978265,0.000610408,3_S6
c3_p070_20231127_o07,p070_20231127,70,0,3,71,4_S7,1.4078856e-07,6.8958e-05,9.0764064e-05,0.021759126,0.9779965,8.44018e-05,4_S7
c3_p070_20231130_o09,p070_20231130,70,0,3,73,4_S7,0.0004465483,0.005307127,0.0066977176,0.08677219,0.892791,0.00798546,4_S7
c3_p070_20231204_o04,p070_20231204,70,0,3,75,4_S7,1.12358e-05,0.0005244624,0.00048870256,0.12333047,0.8742574,0.0013877064,4_S7
c3_p070_20231211_o04,p070_20231211,70,0,3,76,4_S7,5.6369804e-06,0.0007093206,0.00034049447,0.001151984,0.95302033,0.04477222,4_S7
c3_p070_20231214_o02,p070_20231214,70,0,3,77,4_S7,3.6008637e-06,7.1269096e-06,1.1461466e-05,8.863364e-05,0.9780116,0.021877578,4_S7
c3_p070_20231218_o04,p070_20231218,70,0,3,78,4_S7,0.0005841112,0.0052730027,0.0066060647,0.0230815,0.6922357,0.2722197,4_S7
c3_p070_20231227_o05,p070_20231227,70,0,3,79,4_S7,5.738809e-05,0.0006553754,0.000907021,0.003024381,0.71308005,0.28227577,4_S7
c3_p070_20240115_o04,p070_20240115,70,0,3,83,5_S8,2.6128941e-06,1.3331804e-05,1.414639e-05,1.07628175e-05,0.026866598,0.9730925,5_S8
c3_p070_20240119_o04,p070_20240119,70,0,3,84,5_S8,5.0351453e-05,6.5429565e-05,0.00010556126,9.346988e-06,0.0013878354,0.9983814,5_S8
c3_p070_20240126_o01,p070_20240126,70,0,3,88,5_S8,0.00031515612,9.42764e-06,9.753853e-06,2.1746484e-06,0.002524934,0.9971386,5_S8
c3_p075_20231006_o05,p075_20231006,75,0,3,13,0_S1,0.99980205,5.9071517e-05,0.00010132084,1.2700634e-05,1.2837655e-05,1.195758e-05,0_S1
