session,plant,fold,bbch,cls,p_0_S1,p_1_S2,p_2_S5,p_3_S6,p_4_S7,p_5_S8,pred,camera
p030_20231017,30,0,75,4_S7,1.142608669e-06,0.0005888221462705,3.6922154475e-05,0.0009066247587749999,0.9978599349999999,0.00060659545085,4_S7,fusion
p030_20231023,30,0,76,4_S7,1.97326579e-09,4.43887894075e-06,6.3560213635e-07,4.30805580675e-05,0.9999285600000001,2.3328389000000002e-05,4_S7,fusion
p030_20231027,30,0,77,4_S7,2.1741581490000001e-07,0.0003336982895,2.3255568287499998e-05,0.00016088784339999998,0.99877829,0.00070363047125,4_S7,fusion
p030_20231101,30,0,78,4_S7,0.0002838160877025,0.0006440832076675,0.000244576499025,0.00295572415615,0.79456589,0.20130589789250003,4_S7,fusion
p030_20231106,30,0,79,4_S7,0.00015510097559325001,8.63881382425e-05,0.0003302923512375,0.001645515230325,0.9438798899999999,0.053902832715,4_S7,fusion
p030_20231109,30,0,79,4_S7,7.759222788999999e-07,0.0026315365462,1.7808467e-06,1.1804855575000001e-05,0.9925719125,0.004782144827,4_S7,fusion
p030_20231120,30,0,81,5_S8,7.980782530000002e-06,0.001108727643775,0.00019215653904000002,4.288603543625e-05,0.48005947574999996,0.518588795,5_S8,fusion
p030_20231124,30,0,82,5_S8,6.24692221e-05,0.0011754273075,0.07658881332499999,1.7006048325e-05,0.040738187575,0.88141809,5_S8,fusion
p030_20231127,30,0,85,5_S8,1.875675772125e-05,0.00035708412956575,0.0003999162138125,0.000203267425576,0.0990974241661,0.8999235575,5_S8,fusion
p030_20231130,30,0,87,5_S8,0.00031023198436749995,0.00039569381154,0.004014204506250001,4.42907509942125e-05,0.0015062838421999998,0.99372931,5_S8,fusion
p035_20230828,35,0,14,0_S1,0.994892165,0.0005996994935,0.00392871637929025,0.0005267053179380001,2.6604955709999998e-05,2.6064845455e-05,0_S1,fusion
p035_20230904,35,0,16,0_S1,0.10755882118250001,0.1377061821514,0.7234497675,0.0219550552425,0.0088162263275,0.000513919881035,2_S5,fusion
p035_20230908,35,0,52,2_S5,0.027096252192749998,0.013278379208575001,0.126405515,0.8209815599999999,0.01126347473,0.0009748158264544999,3_S6,fusion
p035_20230921,35,0,52,2_S5,0.16175008147,0.061558802375000006,0.066439679025,0.6183350365,0.09140570652249999,0.000510673762475,3_S6,fusion
p035_20231006,35,0,52,2_S5,0.00355183854535,0.04445025425,0.006628588449999999,0.20056934213299998,0.7430196000000001,0.00178038765,4_S7,fusion
p035_20231017,35,0,52,2_S5,0.027942497301999998,0.00999330915,0.007848368925,0.0128266047,0.939458685,0.0019305519595,4_S7,fusion
p035_20231023,35,0,52,2_S5,0.000650021239673375,0.0127346337245,0.005652138631575,0.002323358619135,0.9720882675,0.006551591953800001,4_S7,fusion
p035_20231027,35,0,52,2_S5,7.895584435e-05,0.38571827574999995,0.0066770228475,0.00665240425,0.5942690214999999,0.006604346425,4_S7,fusion
p035_20231101,35,0,52,2_S5,0.00023043266363820004,0.08132498063835,0.001099993424865,0.021436650047500002,0.8857545124999999,0.01015345142075,4_S7,fusion
p035_20231106,35,0,52,2_S5,1.426546945525e-06,0.00040206522025,0.00019505549021,0.00269769508875,0.99623316,0.00047063605663999995,4_S7,fusion
p035_20231109,35,0,52,2_S5,1.2083533032500001e-05,0.18846143685675,0.000166925504225,0.0182103512925,0.7577140525,0.035435196925,4_S7,fusion
p035_20231120,35,0,52,2_S5,9.293506131e-06,0.024515458283999998,0.00022140590667,0.01635327680435,0.8970439400000001,0.06185663795,4_S7,fusion
p035_20231124,35,0,52,2_S5,0.0007861916976675,0.07566786590874999,0.1400860356162,0.01604742734175,0.6312188599999999,0.13619362675000002,4_S7,fusion
p035_20231127,35,0,52,2_S5,0.00010218925951499999,0.141320643675,0.08940870274124998,0.0139055860475,0.46559019695000003,0.2896726925,4_S7,fusion
p035_20231130,35,0,52,2_S5,9.71943975e-05,0.026351234,0.027083725935,0.00026238185575,0.5210894625,0.42511599325000005,4_S7,fusion
p036_20230828,36,0,51,2_S5,0.9382599275000001,0.043497907375,0.00845294975575,0.009653204754675,6.84188393155e-05,6.75899534e-05,0_S1,fusion
p036_20230904,36,0,60,3_S6,0.174193828625,0.47088880099999997,0.248707935775,0.1036706493,0.0024056614394999997,0.00013307571867499999,1_S2,fusion
p036_20230908,36,0,63,3_S6,0.0007751848042382499,0.002667855367104,0.00140762606025,0.9870391875,0.008102998761000001,7.122217002005e-06,3_S6,fusion
p036_20230921,36,0,70,4_S7,0.00020686704777600002,0.00025106585575,0.00148387420475,0.12255120555,0.875387895,0.00011907643160125,4_S7,fusion
p036_20231006,36,0,72,4_S7,0.0030338516635295,0.0119312924525,0.074490959446125,0.141275351667,0.7685207175,0.00074782570975,4_S7,fusion
p036_20231017,36,0,73,4_S7,5.06831771285e-05,0.00246330730775,0.00107835942375,0.10128503678749999,0.8947731074999999,0.0003494899377575,4_S7,fusion
p036_20231023,36,0,74,4_S7,3.1513592830999997e-06,0.0040962177296855,0.0001414501952575,0.0091536207345,0.9864549425,0.00015057015825,4_S7,fusion
p036_20231027,36,0,75,4_S7,5.9753684725e-06,0.0150270582136,0.0008854862632,0.018491988925,0.96446622,0.00112327052575,4_S7,fusion
p036_20231101,36,0,76,4_S7,2.805800741045e-05,0.000116490553975,0.00050190603525175,0.00438194896,0.9914123225,0.0035593037673432503,4_S7,fusion
p036_20231106,36,0,77,4_S7,7.108775651593999e-05,0.012853563497965001,0.00107379156482375,0.167778452013395,0.7885006649999999,0.029722402755499998,4_S7,fusion
p036_20231109,36,0,78,4_S7,1.44874442237625e-05,0.10263455027298074,0.000602504828295935,0.00624505964674,0.8680211074999999,0.0224823170325,4_S7,fusion
p036_20231120,36,0,81,5_S8,0.000215410592625,0.0031969163849999995,0.00024776090750000003,0.000180929102875,0.12782521252499998,0.8683338,5_S8,fusion
p036_20231124,36,0,82,5_S8,0.00013272260275,0.0065146566025,0.005121922335000001,0.00055019264575,0.05557515044,0.93210533,5_S8,fusion
p036_20231127,36,0,83,5_S8,0.00044429923765000004,0.0003904008477499999,0.016047200095000002,0.0005923102075,0.0193994557625,0.9631263250000001,5_S8,fusion
p036_20231130,36,0,84,5_S8,0.000114463285925,8.839800007500001e-05,0.00652933935525,6.325898025e-05,0.0030890437375,0.990115515,5_S8,fusion
p054_20230929,54,0,13,0_S1,0.9999063075000001,3.7474991224999996e-05,2.0042758049999998e-05,3.702100175e-06,1.2475892275e-05,2.00386885e-05,0_S1,fusion
p054_20231004,54,0,13,0_S1,0.98745075,0.0027691250173749998,0.00100944077725,0.000121774831825,0.0020464884991550003,0.006602435956325,0_S1,fusion
p054_20231011,54,0,14,0_S1,0.91633399,0.0008465801155,0.0754586508075,0.00242410431525,0.004152653524000001,0.000783943202175,0_S1,fusion
p054_20231017,54,0,53,2_S5,0.4072464612,0.0847902565,0.39997480474999997,0.061952496224999994,0.041181662810000005,0.004854345685,0_S1,fusion
p054_20231019,54,0,53,2_S5,0.539500702075,0.027987944924999997,0.42668309675,0.0042668822,0.0012999170775000002,0.00026144114125000004,0_S1,fusion
p054_20231023,54,0,60,3_S6,0.251629828175,0.03763455595,0.43387339675000003,0.0874264885,0.187728655225,0.0017070428607500001,2_S5,fusion
p054_20231027,54,0,65,3_S6,0.004467890589,0.01397487561,0.182312954725,0.6704569075,0.12743025797500002,0.0013571064385,3_S6,fusion
p054_20231101,54,0,65,3_S6,0.016135939613452503,0.0021654575800000003,0.06723534582500001,0.68015572,0.23163669791424998,0.00267085292129,3_S6,fusion
p054_20231106,54,0,68,3_S6,0.00169799316525,0.007778830107499999,0.1449082055,0.42794649125,0.41704628825,0.00062214011,3_S6,fusion
p054_20231109,54,0,70,4_S7,0.000209689933,0.0003042587765,0.0027093051025,0.10502744675,0.8907147,0.001034529248,4_S7,fusion
p054_20231120,54,0,71,4_S7,0.03321585509125,0.00148333636585,0.0027162079715,0.009825158885000001,0.92168651,0.031072926,4_S7,fusion
p054_20231127,54,0,73,4_S7,3.110602124e-06,1.7793228246750002e-05,3.609950215e-06,0.0026630937812499996,0.9970337524999999,0.000278655936,4_S7,fusion
p054_20231130,54,0,75,4_S7,4.5592813000000004e-05,0.00054800078475,0.00801652928375,0.00913831156,0.88665757,0.09559400899,4_S7,fusion
p054_20231204,54,0,78,4_S7,8.230851615e-05,0.00030744506995,0.001820369383975,0.018009291433250002,0.9774032100000001,0.002377366355,4_S7,fusion
p054_20231211,54,0,79,4_S7,5.10939523117725e-06,0.0001126964145669125,5.11584138202e-05,0.0132417579037375,0.97484624,0.011743005739625,4_S7,fusion
p054_20231214,54,0,79,4_S7,2.0082779475e-07,1.706343041536125e-05,1.517301736135e-06,9.995558503785e-05,0.9884524325,0.011428839400000002,4_S7,fusion
p054_20231218,54,0,79,4_S7,4.171318995e-07,2.138883884e-05,5.6516352775e-06,0.00153579911075,0.9971994500000001,0.0012372799925,4_S7,fusion
p054_20231227,54,0,79,4_S7,1.1566399550000001e-05,0.012438344140407002,0.0001663336723525,7.701606526749999e-05,0.7367333699999999,0.2505734085,4_S7,fusion
p054_20240104,54,0,82,5_S8,6.4625508122e-06,0.00022650515183774997,3.6055909903797503e-05,1.6790307757499996e-05,0.6867758037975,0.312938402925,4_S7,fusion
p057_20230929,57,0,13,0_S1,0.9999081000000001,4.1193254700000006e-05,2.7484724749999997e-05,9.20885511e-06,2.9104898225e-06,1.1132805100000002e-05,0_S1,fusion
p057_20231004,57,0,13,0_S1,0.8772083850000001,0.00623112431,0.11081475001625,0.00119314776995,0.002013928185675,0.0025386631064,0_S1,fusion
p057_20231011,57,0,21,1_S2,0.9247585125,0.0031442147575,0.07073617074724999,0.0012441934062375,0.00010889067218750001,8.042785725e-06,0_S1,fusion
p057_20231017,57,0,60,3_S6,0.051965105706000006,0.0938106849985,0.7583486374999999,0.09247829654249999,0.0032554477999999997,0.0001418509173425,2_S5,fusion
p057_20231019,57,0,61,3_S6,0.00316146581,0.013446355425,0.36376132075,0.61629369,0.0032720130000000003,6.51276885125e-05,3_S6,fusion
p057_20231023,57,0,64,3_S6,0.0001718384104076,0.011224939054025,0.031225533970000004,0.9245554524999999,0.0327851594925,3.7102174709000005e-05,3_S6,fusion
p057_20231027,57,0,65,3_S6,2.275402811875e-05,0.00261785525,0.00221704858125,0.6299485475,0.36484248999999996,0.000351293729804,3_S6,fusion
p057_20231101,57,0,67,3_S6,0.004205074610414425,0.06469334132215,0.07026631685300001,0.579987291,0.28011275925,0.000735193573845,3_S6,fusion
p057_20231106,57,0,70,4_S7,8.651018385e-07,0.00010256335157500002,6.9727694625e-05,0.5987164675000001,0.40028968649999996,0.0008206858581249999,3_S6,fusion
p057_20231109,57,0,71,4_S7,5.6281361342500005e-06,2.132167565e-05,3.356659780000001e-05,0.24560410624999998,0.74065971675,0.01367568184575,4_S7,fusion
p057_20231120,57,0,73,4_S7,7.6618988925e-08,5.53507725e-06,1.3462173325e-06,0.00062035777125,0.99687879,0.0024938897199999997,4_S7,fusion
p057_20231127,57,0,75,4_S7,5.308387379249999e-07,2.145991365e-06,6.635011401e-06,0.012106651954609998,0.98778195,0.0001021075875,4_S7,fusion
p057_20231130,57,0,77,4_S7,2.44040305e-07,1.09480654e-06,7.2917299635000005e-06,0.0022387370051,0.7638870509999999,0.233865605675,4_S7,fusion
p057_20231204,57,0,78,4_S7,6.782192105125e-06,4.18475880575e-06,3.6707556267500005e-05,6.0072051325e-05,0.999140365,0.0007518892404,4_S7,fusion
p057_20231211,57,0,79,4_S7,2.596491165e-07,1.2153538675e-06,2.567090525e-06,0.00032084303745,0.9934984225,0.00617674966,4_S7,fusion
p057_20231214,57,0,79,4_S7,3.3460267699999996e-07,1.4031446253e-06,3.6831986300000004e-07,3.54770332e-06,0.964475065,0.035519282175,4_S7,fusion
p057_20231218,57,0,79,4_S7,1.4715261845999999e-05,5.2012614857175e-05,4.6110630567e-05,0.00023746041581750003,0.7976474225000001,0.2020023206875,4_S7,fusion
p057_20231227,57,0,80,5_S8,0.0001315679775865,0.00288485941284375,0.00257749107608125,0.00020246105820125002,0.37207707525,0.62212655575,5_S8,fusion
p057_20240104,57,0,83,5_S8,0.000125099137535,0.000246418919575,0.00027296247627500004,2.1961401135e-05,0.1540957032625,0.8452378425,5_S8,fusion
p066_20231006,66,0,13,0_S1,0.9997726625000001,2.18589568e-05,4.587399625e-05,6.1599573e-06,2.777819e-05,0.0001256429855,0_S1,fusion
p066_20231011,66,0,13,0_S1,0.9996437675000001,2.1198560625e-05,3.090232725e-05,1.507248185e-05,8.127895561e-05,0.00020776778975,0_S1,fusion
p066_20231017,66,0,13,0_S1,0.9986946824999999,0.000119909562785,0.00015370854475,3.8831765330000005e-05,0.0006079577080075001,0.0003849289256,0_S1,fusion
p066_20231019,66,0,13,0_S1,0.9976342650000001,0.00190919147935,0.000387044138625,1.286341498e-05,9.07157105e-06,4.7545623615000005e-05,0_S1,fusion
p066_20231023,66,0,13,0_S1,0.9688537525,0.008384362878,0.015397927165,0.00231234358375,0.0038836589354125,0.0011679604021,0_S1,fusion
p066_20231027,66,0,14,0_S1,0.6519501,0.0137029336,0.33315680150000004,0.001126251766925,3.89979355e-05,2.496314625e-05,0_S1,fusion
p066_20231101,66,0,53,2_S5,0.2806864830175,0.03152301163625,0.6842954367499999,0.0034397583575000003,4.0369679082499996e-05,1.4988812228375e-05,2_S5,fusion
p066_20231106,66,0,60,3_S6,0.000842933612375,0.037061815955,0.44239517859999994,0.5174122015,0.00220789179,7.997038240749999e-05,3_S6,fusion
p066_20231109,66,0,65,3_S6,1.74400182575e-05,0.000219984042575,0.0044836470475,0.97569955,0.0195374386925,4.19004402685e-05,3_S6,fusion
p066_20231120,66,0,67,3_S6,4.4351745555e-07,0.000103340633195,5.1277472694999995e-05,0.49219861225,0.5076435767499999,2.6924623075e-06,4_S7,fusion
p066_20231127,66,0,70,4_S7,2.2447720825e-07,1.5979049e-05,3.9612057905e-05,0.014854417175,0.9850717075000001,1.8042625625e-05,4_S7,fusion
p066_20231130,66,0,71,4_S7,7.8464856499375e-07,1.61841216989e-05,1.21707580271e-05,0.002390142125,0.9973864575,0.00019420546062499998,4_S7,fusion
p066_20231204,66,0,73,4_S7,2.2605034882500007e-06,2.4754901772500003e-05,1.301655702e-05,0.00569585752,0.9942205550000001,4.35691264e-05,4_S7,fusion
p066_20231211,66,0,75,4_S7,1.927505027e-06,6.5681494345e-05,5.362628009e-05,0.00550930905075,0.9939795524999999,0.00038991153375,4_S7,fusion
p066_20231214,66,0,78,4_S7,1.0659984725e-07,2.2236329375000003e-06,1.2016243512499999e-06,0.00015133445168100001,0.9994828,0.00036232875004999995,4_S7,fusion
p066_20231218,66,0,79,4_S7,6.88496103e-07,0.00012345546045,9.858520725e-05,0.0015546267175,0.9884808025,0.009741810396500001,4_S7,fusion
p066_20231227,66,0,80,5_S8,2.081531385e-06,0.00010144529880000002,3.0648351274999996e-05,6.670634025e-05,0.967125035,0.032674132499999994,4_S7,fusion
p066_20240115,66,0,82,5_S8,4.350927306950001e-07,3.43481487881e-05,5.93706647175e-06,4.57093367431e-06,0.03193308283875,0.9680215725000001,5_S8,fusion
p066_20240119,66,0,82,5_S8,9.4678155686e-07,2.0895459067985e-05,3.8753021596175e-06,3.6421495774e-06,0.00016765012475,0.999803035,5_S8,fusion
p066_20240126,66,0,84,5_S8,1.63391026865e-05,0.00022981051298,7.73792301765e-05,7.3204707765e-05,0.0014531046849999998,0.9981501500000001,5_S8,fusion
p069_20231006,69,0,13,0_S1,0.9998428175,2.80299542e-05,4.551148395e-05,5.288075675e-06,1.202438e-05,6.628494225e-05,0_S1,fusion
p069_20231011,69,0,13,0_S1,0.9998016224999999,4.467453111e-05,2.7645755475e-05,1.4072522045e-05,3.176110863125e-05,8.024152605e-05,0_S1,fusion
p069_20231017,69,0,13,0_S1,0.99957159,9.5307813e-05,0.0002593426275,1.60548615e-05,1.820859585e-05,3.9466187725e-05,0_S1,fusion
p069_20231019,69,0,14,0_S1,0.9993759600000001,0.00039001799475,0.00015519019749999998,8.8213215275e-06,1.8400930801e-05,5.1624090174999994e-05,0_S1,fusion
p069_20231023,69,0,14,0_S1,0.95723235,0.02548294159945,0.016084574825,0.0005401851238,0.00035618178667899995,0.000303763145245,0_S1,fusion
p069_20231027,69,0,15,0_S1,0.4231416866,0.032179231207675005,0.5337660375,0.0091403628625,0.001360297651175,0.000412351474303775,2_S5,fusion
p069_20231101,69,0,53,2_S5,0.09187667358925,0.041924996900000004,0.7783313425,0.06019000715,0.026356956266175,0.001320017098737375,2_S5,fusion
p069_20231106,69,0,61,3_S6,1.2938678566545e-05,0.0001459253338425,7.213581336e-05,0.9665246975,0.033200032799425,4.425064784417415e-05,3_S6,fusion
p069_20231109,69,0,66,3_S6,2.3810353217381247e-06,0.00016338285276250002,0.000228525451229,0.7210229375,0.277631011325,0.0009517585882202374,3_S6,fusion
p069_20231120,69,0,70,4_S7,0.00028630258559999997,0.0009936441711000002,0.0018680754640000002,0.5431933800000001,0.4529548485,0.0007037540890000001,3_S6,fusion
p069_20231127,69,0,72,4_S7,1.9458163748e-06,8.950070035e-06,8.88505139e-06,0.22769994375,0.7721634774999999,0.00011680596635000001,4_S7,fusion
p069_20231130,69,0,73,4_S7,5.33149367325e-05,0.001073112248075,0.009901403868445,0.00307688719,0.9305336175000001,0.05536168215,4_S7,fusion
p069_20231204,69,0,74,4_S7,0.00019604077250000003,0.0005897075925,0.0009088661084999999,0.09533446274999999,0.9010248949999999,0.0019459891875,4_S7,fusion
p069_20231211,69,0,76,4_S7,5.159756413025e-05,0.00031449602175,7.07436151925e-05,0.0035025219545,0.9744499600000001,0.02161071659,4_S7,fusion
p069_20231214,69,0,77,4_S7,1.3590145200000002e-06,5.6976601193499995e-06,4.0063053755e-06,1.1345506070000002e-05,0.9992491024999999,0.000728465472425,4_S7,fusion
p069_20231218,69,0,78,4_S7,3.1453544317499998e-06,9.21313542875e-06,3.061432615e-05,8.5234825005e-05,0.8559627825,0.143909036467775,4_S7,fusion
p069_20231227,69,0,79,4_S7,2.89923128315e-06,3.7291313856385e-06,2.75451399955e-06,3.6321238344e-06,0.902545025,0.097441969200375,4_S7,fusion
p069_20240115,69,0,82,5_S8,6.9605531125e-06,2.72134208125e-05,2.22045943275e-05,1.3668833155875e-05,0.28978837449,0.71014155,5_S8,fusion
p069_20240119,69,0,82,5_S8,3.0567044875e-05,3.9907215369250004e-05,1.9199795019999998e-05,9.480015775e-06,0.00137576819,0.9985250975,5_S8,fusion
p069_20240126,69,0,84,5_S8,1.3349802299999999e-05,9.464467825e-06,1.2645071175e-05,2.095770473e-05,0.138353107791,0.86159045,5_S8,fusion
p070_20231006,70,0,13,0_S1,0.9998417900000001,2.8870849992500003e-05,8.1880923e-05,1.19618973775e-05,7.55453633e-06,2.80072104e-05,0_S1,fusion
p070_20231011,70,0,13,0_S1,0.9996903125,4.2964707300000006e-05,3.3577323749999994e-05,1.2699672875e-05,4.115491355e-05,0.00017926970072500002,0_S1,fusion
p070_20231017,70,0,13,0_S1,0.9981396925,0.0007476031375,0.000874545945,2.8308639300000004e-05,7.22147253e-05,0.000137632939325,0_S1,fusion
p070_20231019,70,0,14,0_S1,0.99724118,0.000660600624,0.002023434225,2.2627560175e-05,1.3364553174999999e-05,3.8852641125e-05,0_S1,fusion
p070_20231023,70,0,14,0_S1,0.9062962075,0.0027239014394999997,0.09061991315205,0.00029765669069,2.98552407475e-05,3.248032339e-05,0_S1,fusion
p070_20231027,70,0,21,1_S2,0.297428709555,0.0335034048265,0.6083469149999999,0.060273157845,0.00042047300524999996,2.73956584075e-05,2_S5,fusion
p070_20231101,70,0,60,3_S6,0.049984638748,0.1005137545375,0.58445345425,0.2645816730325,0.00041260556021999997,5.387209283308749e-05,2_S5,fusion
p070_20231106,70,0,62,3_S6,1.8503549850000002e-06,0.0007481576800500001,0.00087080218475,0.9973574575,0.0006849836587500001,0.0003367751493245,3_S6,fusion
p070_20231109,70,0,65,3_S6,2.1406811e-05,0.0018837888499999998,0.004145784275,0.82697057,0.16661088455,0.00036753822462499996,3_S6,fusion
p070_20231120,70,0,70,4_S7,4.03102352225e-05,0.001297986110575,0.0006427765106499999,0.66151635762,0.336233656,0.00026890831749999997,3_S6,fusion
p070_20231127,70,0,71,4_S7,1.3249954899999999e-05,0.00010209587775,0.0002476307302,0.16138133095,0.8381989400000001,5.6756317524999996e-05,4_S7,fusion
p070_20231130,70,0,73,4_S7,9.916120659e-05,0.000710054825,0.0049902650695,0.013961259524999999,0.9621132800000001,0.0181259754325,4_S7,fusion
p070_20231204,70,0,75,4_S7,2.0612518075e-06,1.9142520175e-05,9.589993275e-06,0.008290659488825,0.991613495,6.506488375e-05,4_S7,fusion
p070_20231211,70,0,76,4_S7,9.028109257459351e-06,0.0004967815904035,7.906252153315001e-05,0.00068738049653225,0.9438188949999999,0.054908830164800006,4_S7,fusion
p070_20231214,70,0,77,4_S7,3.721087525e-08,2.6531226837499997e-07,8.013575310000001e-08,2.814569066e-05,0.9998018900000001,0.00016961481365,4_S7,fusion
p070_20231218,70,0,78,4_S7,3.6343441170825e-06,0.00053184435330115,1.757783770955e-05,0.001086163353895,0.8539314025,0.1444293734125,4_S7,fusion
p070_20231227,70,0,79,4_S7,9.623914937239999e-06,0.0018062934296754248,0.000317098807565275,0.0005533133564864999,0.76962264,0.22769109660499998,4_S7,fusion
p070_20240115,70,0,83,5_S8,1.8075971087499998e-06,4.26604709e-06,4.815461335e-06,2.21366273925e-06,0.0251901217325,0.9747968100000001,5_S8,fusion
p070_20240119,70,0,84,5_S8,1.2271323485e-05,8.588688230000001e-06,2.399796945e-05,0.00011423722183249998,0.2127231596875,0.7871177225,5_S8,fusion
